"","X1","X2","X3","X4","X5","max"
"text625",0.0277536860364267,0.0143104943625325,0.860797918473547,0.0498699045967042,0.0472679965307892,3
"text626",0.126436781609195,0.0517241379310345,0.589080459770115,0.0775862068965517,0.155172413793103,3
"text627",0.210344827586207,0.0724137931034483,0.489655172413793,0.0827586206896552,0.144827586206897,3
"text628",0.0184534270650264,0.00834797891036907,0.811072056239016,0.0645869947275923,0.0975395430579965,3
"text629",0.0597014925373134,0.0228270412642669,0.517998244073749,0.129938542581212,0.269534679543459,3
"text630",0.300554016620499,0.0263157894736842,0.24792243767313,0.156509695290859,0.268698060941828,1
"text631",0.0514112903225806,0.0352822580645161,0.674395161290323,0.148185483870968,0.0907258064516129,3
"text632",0.0286837352597472,0.118559439073622,0.586529268033571,0.104961223839371,0.16126633379369,3
"text633",0.110269615268101,0.127688579218419,0.645713420175704,0.0793698879127537,0.0369584974250227,3
"text634",0.0422042019904165,0.124216734242536,0.702543309988942,0.0554736454109842,0.0755621083671213,3
"text635",0.239208633093525,0.29136690647482,0.113309352517986,0.192446043165468,0.163669064748201,2
"text636",0.0404312668463612,0.00640161725067385,0.880727762803235,0.0488544474393531,0.0235849056603774,3
"text637",0.00316480256633581,0.000482912653173857,0.00361322145856868,0.0403232065400171,0.952415856781905,5
"text638",0.0871369294605809,0.0269709543568465,0.446058091286307,0.130705394190871,0.309128630705394,3
"text639",0.0127814972611077,0.0106512477175898,0.528910529519172,0.413572732805843,0.0340839926962873,3
"text640",0.0457831325301205,0.0313253012048193,0.734939759036145,0.0963855421686747,0.091566265060241,3
"text641",0.4375,0.282407407407407,0.121527777777778,0.0706018518518518,0.087962962962963,1
"text642",0.0965207631874299,0.0258136924803591,0.748597081930415,0.0953984287317621,0.0336700336700337,3
"text643",0.123827392120075,0.0904315196998124,0.662664165103189,0.0300187617260788,0.0930581613508443,3
"text644",0.0684292379471229,0.101088646967341,0.569206842923795,0.0839813374805599,0.177293934681182,3
"text645",0.0769325304166155,0.159272459137274,0.529433452132235,0.124124370160993,0.110237188152882,3
"text646",0.107142857142857,0.0892857142857143,0.589285714285714,0.113095238095238,0.101190476190476,3
"text647",0.0836267605633803,0.039612676056338,0.724471830985915,0.0977112676056338,0.0545774647887324,3
"text648",0.0268426516387365,0.0050422660536853,0.393889959958475,0.527658312323891,0.0465668100252113,4
"text649",0.0444444444444444,0.0502923976608187,0.728654970760234,0.152046783625731,0.0245614035087719,3
"text650",0.459812636397509,0.0620908074732528,0.1354660137329,0.291903976153723,0.0507265662426146,1
"text651",0.0374206914411498,0.00362553411886573,0.523760196814709,0.0163149035348958,0.418878674090379,3
"text652",0.00949695800563882,0.0120195874758866,0.380175100163229,0.0798338032349013,0.518474551120344,5
"text653",0.0246280143663417,0.102616726526424,0.780400205233453,0.0369420215495126,0.0554130323242689,3
"text654",0.0333846944016436,0.0303030303030303,0.671802773497689,0.17205957883924,0.0924499229583975,3
"text655",0.0815138282387191,0.0436681222707424,0.689956331877729,0.117903930131004,0.0669577874818049,3
"text656",0.121827411167513,0.0710659898477157,0.619289340101523,0.106598984771574,0.0812182741116751,3
"text657",0.0970464135021097,0.371308016877637,0.160337552742616,0.194092827004219,0.177215189873418,2
"text658",0.293269230769231,0.0913461538461538,0.3125,0.149038461538462,0.153846153846154,3
"text659",0.0919931856899489,0.0494037478705281,0.599659284497445,0.0936967632027257,0.165247018739353,3
"text660",0.0327022375215146,0.0146299483648881,0.772805507745267,0.0981067125645439,0.0817555938037866,3
"text661",0.0686922060766182,0.0189343901365037,0.808454425363276,0.0449141347424042,0.0590048436811977,3
"text662",0.107299912049252,0.449428320140721,0.119613016710642,0.204925241864556,0.118733509234828,2
"text663",0.169780853517878,0.0023836985774702,0.0608996539792388,0.751018838908112,0.015916955017301,4
"text664",0.0973451327433628,0.0398230088495575,0.707964601769911,0.0663716814159292,0.0884955752212389,3
"text665",0.164820318832748,0.343690894352878,0.23885436368549,0.183734125911916,0.0689002972169684,2
"text666",0.151612903225806,0.0580645161290323,0.445161290322581,0.206451612903226,0.138709677419355,3
"text667",0.581325301204819,0.0331325301204819,0.0496987951807229,0.283132530120482,0.052710843373494,1
"text668",0.042715038033938,0.00877706260971328,0.850789935634874,0.0345231129315389,0.0631948507899356,3
"text669",0.036231884057971,0.326086956521739,0.0253623188405797,0.0978260869565217,0.514492753623188,5
"text670",0.0619629127091814,0.0226142017186793,0.79828132066938,0.0642243328810493,0.0529172320217096,3
"text671",0.0650044523597507,0.018699910952805,0.795191451469279,0.0454140694568121,0.0756901157613535,3
"text672",0.0291929021179164,0.00915855752718947,0.595878649112765,0.255294791070406,0.110475100171723,3
"text673",0.0297397769516729,0.103624535315985,0.477230483271375,0.0548327137546468,0.33457249070632,3
"text674",0.118577075098814,0.126482213438735,0.209486166007905,0.434782608695652,0.110671936758893,4
"text675",0.223404255319149,0.138297872340426,0.297872340425532,0.148936170212766,0.191489361702128,3
"text676",0.0266075388026608,0.0388026607538803,0.483370288248337,0.393569844789357,0.057649667405765,3
"text677",0.187878787878788,0.103030303030303,0.424242424242424,0.127272727272727,0.157575757575758,3
"text678",0.0351878269139325,0.0318592486923443,0.404184498335711,0.0466000951022349,0.482168330955777,5
"text679",0.0871212121212121,0.0606060606060606,0.503787878787879,0.25,0.0984848484848485,3
"text680",0.0369588173178458,0.0221752903907075,0.2259767687434,0.504751847940866,0.210137275607181,4
"text681",0.169014084507042,0.0563380281690141,0.60093896713615,0.0985915492957746,0.0751173708920188,3
"text682",0.158653846153846,0.0360576923076923,0.622596153846154,0.108173076923077,0.0745192307692308,3
"text683",0.297318611987382,0.0110410094637224,0.53391167192429,0.107255520504732,0.0504731861198738,3
"text684",0.0569675723049956,0.105170902716915,0.540753724802805,0.234881682734443,0.0622261174408414,3
"text685",0.0460251046025105,0.811715481171548,0.0460251046025105,0.0543933054393305,0.0418410041841004,2
"text686",0.036144578313253,0.0103270223752151,0.828743545611015,0.0740103270223752,0.0507745266781411,3
"text687",0.0804248861911988,0.149468892261002,0.641122913505311,0.0804248861911988,0.0485584218512898,3
"text688",0.114173228346457,0.062992125984252,0.519685039370079,0.173228346456693,0.12992125984252,3
"text689",0.0612357993904129,0.0124688279301746,0.170684400110834,0.279578830701025,0.476032141867553,5
"text690",0.034983853606028,0.236544671689989,0.390742734122713,0.259687836383208,0.0780409041980624,3
"text691",0.201834862385321,0.100917431192661,0.201834862385321,0.275229357798165,0.220183486238532,4
"text692",0.0088261253309797,0.960282436010591,0.00970873786407767,0.0114739629302736,0.00970873786407767,2
"text693",0.251348435814455,0.0312837108953614,0.59546925566343,0.0776699029126214,0.0442286947141316,3
"text694",0.0293427230046948,0.0381455399061033,0.517018779342723,0.302816901408451,0.112676056338028,3
"text695",0.0980163360560093,0.088681446907818,0.555425904317386,0.120186697782964,0.137689614935823,3
"text696",0.27447216890595,0.107485604606526,0.182341650671785,0.126679462571977,0.309021113243762,5
"text697",0.0353460972017673,0.0191458026509573,0.854933726067747,0.0552282768777614,0.0353460972017673,3
"text698",0.0399373531714957,0.0900548159749413,0.748629600626468,0.0759592795614722,0.0454189506656225,3
"text699",0.0131622792402532,0.00433188937020993,0.329390203265578,0.0674775074975008,0.585638120626458,5
"text700",0.10507880910683,0.042031523642732,0.644483362521891,0.140105078809107,0.0683012259194396,3
"text701",0.0942131979695432,0.142944162436548,0.501928934010152,0.239390862944162,0.0215228426395939,3
"text702",0.131578947368421,0.0614035087719298,0.526315789473684,0.171052631578947,0.109649122807018,3
"text703",0.100401606425703,0.0682730923694779,0.650602409638554,0.100401606425703,0.0803212851405622,3
"text704",0.242319277108434,0.00376506024096386,0.134789156626506,0.605421686746988,0.0137048192771084,4
"text705",0.103207810320781,0.0483496048349605,0.642026964202696,0.0692701069270107,0.137145513714551,3
"text706",0.0777572070880719,0.00476064533192277,0.0243321872520497,0.816979635017191,0.0761703253107643,4
"text707",0.0355297157622739,0.00430663221360896,0.287467700258398,0.245908699397071,0.426787252368648,5
"text708",0.0462085308056872,0.0402843601895735,0.503554502369668,0.196682464454976,0.213270142180095,3
"text709",0.0735009671179884,0.04642166344294,0.688588007736944,0.0986460348162476,0.0928433268858801,3
"text710",0.115727002967359,0.0623145400593472,0.513353115727003,0.216617210682493,0.0919881305637982,3
"text711",0.265536723163842,0.096045197740113,0.268361581920904,0.203389830508475,0.166666666666667,3
"text712",0.0427960057061341,0.0199714693295292,0.730385164051355,0.0713266761768902,0.135520684736091,3
"text713",0.0799347471451876,0.034257748776509,0.233278955954323,0.517128874388255,0.135399673735726,4
"text714",0.0329623287671233,0.00813356164383562,0.792380136986301,0.055222602739726,0.111301369863014,3
"text715",0.270951480781348,0.015752993068683,0.586641461877757,0.0863264020163831,0.0403276622558286,3
"text716",0.108695652173913,0.177536231884058,0.547101449275362,0.0760869565217391,0.0905797101449275,3
"text717",0.0610824742268041,0.0108247422680412,0.0837628865979381,0.828350515463918,0.015979381443299,4
"text718",0.034963962582426,0.00598067781015182,0.874865818126054,0.0271430762153044,0.0570464652660635,3
"text719",0.0303030303030303,0.0154738878143133,0.451321727917473,0.102514506769826,0.400386847195358,3
"text720",0.524976599063963,0.000826833073322933,0.22191887675507,0.122402496099844,0.1298751950078,1
"text721",0.0927835051546392,0.0515463917525773,0.698453608247423,0.0902061855670103,0.0670103092783505,3
"text722",0.135021097046413,0.130801687763713,0.489451476793249,0.130801687763713,0.113924050632911,3
"text723",0.371428571428571,0.0883116883116883,0.176623376623377,0.220779220779221,0.142857142857143,1
"text724",0.0670553935860058,0.0349854227405248,0.403790087463557,0.115160349854227,0.379008746355685,3
"text725",0.115864527629234,0.249554367201426,0.126559714795009,0.440285204991087,0.0677361853832442,4
"text726",0.0167280026764804,0.007694881231181,0.43559718969555,0.362161257945801,0.177818668450987,3
"text727",0.129151291512915,0.180811808118081,0.387453874538745,0.18450184501845,0.118081180811808,3
"text728",0.0965724293219915,0.00675506629972479,0.814610958218664,0.0695521641230923,0.0125093820365274,3
"text729",0.0895522388059701,0.0552238805970149,0.528358208955224,0.128358208955224,0.198507462686567,3
"text730",0.101646521366708,0.00247454078233559,0.039307128580946,0.813457694870087,0.0431141143999239,4
"text731",0.136138613861386,0.0321782178217822,0.618811881188119,0.0940594059405941,0.118811881188119,3
"text732",0.145332050048123,0.0173243503368624,0.624639076034649,0.0664100096246391,0.146294513955727,3
"text733",0.0425867507886435,0.0189274447949527,0.82018927444795,0.056782334384858,0.0615141955835962,3
"text734",0.0104838709677419,0.954838709677419,0.00887096774193548,0.0145161290322581,0.0112903225806452,2
"text735",0.039301717699776,0.131348020911128,0.696788648244959,0.111743838685586,0.0208177744585512,3
"text736",0.283680503521654,0.00224786452869774,0.304810430091413,0.300914131575004,0.108347070283231,3
"text737",0.0746812386156648,0.0364298724954463,0.588342440801457,0.134790528233151,0.165755919854281,3
"text738",0.283861671469741,0.0821325648414986,0.161383285302594,0.0936599423631124,0.378962536023055,5
"text739",0.0489043292357028,0.015766969535008,0.637092463923036,0.0531801175841796,0.245056119722074,3
"text740",0.101851851851852,0.0259259259259259,0.761111111111111,0.0388888888888889,0.0722222222222222,3
"text741",0.408288043478261,0.193614130434783,0.259510869565217,0.101222826086957,0.0373641304347826,1
"text742",0.0200580628134072,0.00554235946159937,0.296648192135128,0.648192135128002,0.0295592504618633,4
"text743",0.144827586206897,0.0390804597701149,0.611494252873563,0.0689655172413793,0.135632183908046,3
"text744",0.0473901098901099,0.0212912087912088,0.78228021978022,0.0995879120879121,0.0494505494505494,3
"text745",0.0179098187947745,0.00842815002107038,0.120733249051833,0.80362410450906,0.0493046776232617,4
"text746",0.194362504097017,0.0127826941986234,0.698787282858079,0.0216322517207473,0.0724352671255326,3
"text747",0.172282843820603,0.00490313897034082,0.00990241792049224,0.701293082728453,0.111618516560112,4
"text748",0.11887072808321,0.025260029717682,0.524517087667162,0.106983655274889,0.224368499257058,3
"text749",0.337777777777778,0.0711111111111111,0.262222222222222,0.182222222222222,0.146666666666667,1
"text750",0.13718820861678,0.0714285714285714,0.596371882086168,0.055177626606198,0.139833711262283,3
"text751",0.436426116838488,0.0211094747177221,0.433480608738341,0.0810014727540501,0.0279823269513991,1
"text752",0.301310043668122,0.0829694323144105,0.34061135371179,0.148471615720524,0.126637554585153,3
"text753",0.0828025477707006,0.029723991507431,0.278131634819533,0.509554140127389,0.0997876857749469,4
"text754",0.0322452229299363,0.00457802547770701,0.814092356687898,0.0919585987261146,0.057125796178344,3
"text755",0.142023346303502,0.056420233463035,0.412451361867704,0.120622568093385,0.268482490272374,3
"text756",0.091710758377425,0.017636684303351,0.787477954144621,0.0432098765432099,0.0599647266313933,3
"text757",0.30327868852459,0.0983606557377049,0.372950819672131,0.147540983606557,0.0778688524590164,3
"text758",0.0103228640456842,0.00812650999341094,0.355370085657808,0.610586426531957,0.0155941137711399,4
"text759",0.154150197628458,0.395256916996047,0.24901185770751,0.0671936758893281,0.134387351778656,2
"text760",0.0204049099314523,0.0161007492427865,0.132313087836761,0.636218715128328,0.194962537860673,4
"text761",0.01540995177038,0.00846959181272791,0.458181390424656,0.0205858134337137,0.497353252558523,5
"text762",0.164285714285714,0.0857142857142857,0.428571428571429,0.107142857142857,0.214285714285714,3
"text763",0.0472727272727273,0.825454545454545,0.0472727272727273,0.0363636363636364,0.0436363636363636,2
"text764",0.0266095534787124,0.0131100726895119,0.855724299065421,0.0228452751817238,0.0817107995846314,3
"text765",0.071301247771836,0.0130718954248366,0.571895424836601,0.100713012477718,0.243018419489008,3
"text766",0.166666666666667,0.128205128205128,0.275641025641026,0.256410256410256,0.173076923076923,3
"text767",0.101587301587302,0.0603174603174603,0.580952380952381,0.0603174603174603,0.196825396825397,3
"text768",0.0505359877488515,0.0336906584992343,0.751914241960184,0.0949464012251149,0.0689127105666156,3
"text769",0.799414705523717,0.000975490793805634,0.11522985001829,0.0215827338129496,0.0627972198512377,1
"text770",0.0189766657295474,0.0113859994377284,0.891059881922969,0.00983975260050604,0.0687377003092494,3
"text771",0.0449919657204071,0.00589180503481521,0.84467059453669,0.0415997143367256,0.0628459203713623,3
"text772",0.280528052805281,0.393564356435644,0.0750825082508251,0.11963696369637,0.131188118811881,2
"text773",0.584965380811078,0.00415430267062315,0.264688427299703,0.107814045499505,0.03837784371909,1
"text774",0.0376383763837638,0.00664206642066421,0.832841328413284,0.0929889298892989,0.0298892988929889,3
"text775",0.0636042402826855,0.0212014134275618,0.751472320376914,0.0965842167255595,0.0671378091872792,3
"text776",0.0303280379616257,0.0061893955023726,0.852692387043532,0.100061893955024,0.0107282855374458,3
"text777",0.502604166666667,0.0299479166666667,0.248697916666667,0.0598958333333333,0.158854166666667,1
"text778",0.0733137829912024,0.0439882697947214,0.439882697947214,0.243401759530792,0.19941348973607,3
"text779",0.0871369294605809,0.0746887966804979,0.605809128630705,0.145228215767635,0.0871369294605809,3
"text780",0.293225806451613,0.169516129032258,0.210322580645161,0.215806451612903,0.111129032258065,1
"text781",0.354889097157138,0.013745704467354,0.512027491408935,0.0921587004061231,0.0271790065604499,3
"text782",0.0597014925373134,0.0447761194029851,0.723880597014925,0.0858208955223881,0.0858208955223881,3
"text783",0.103260869565217,0.0652173913043478,0.315217391304348,0.418478260869565,0.0978260869565217,4
"text784",0.181422351233672,0.156748911465893,0.471698113207547,0.0783744557329463,0.111756168359942,3
"text785",0.0206919945725916,0.00610583446404342,0.198100407055631,0.719470827679783,0.0556309362279511,4
"text786",0.128712871287129,0.162128712871287,0.441831683168317,0.198019801980198,0.0693069306930693,3
"text787",0.457035175879397,0.0105527638190955,0.361557788944724,0.125879396984925,0.0449748743718593,1
"text788",0.0696864111498258,0.0290360046457607,0.786295005807201,0.0615563298490128,0.0534262485481998,3
"text789",0.0692431561996779,0.0289855072463768,0.761674718196457,0.0660225442834139,0.0740740740740741,3
"text790",0.0388864339372514,0.0150243040212108,0.861246133451171,0.0441891294741494,0.0406539991162174,3
"text791",0.107871720116618,0.032069970845481,0.545189504373178,0.151603498542274,0.163265306122449,3
"text792",0.132828573779936,0.0887992757797712,0.407126985433298,0.365072833511645,0.00617233149535018,3
"text793",0.451642335766423,0.0337591240875912,0.341697080291971,0.133667883211679,0.0392335766423358,1
"text794",0.109043927648579,0.0909560723514212,0.336950904392765,0.048578811369509,0.414470284237726,5
"text795",0.01102616877389,0.00617465451337842,0.365627756542193,0.0229344310496913,0.594236989120847,5
"text796",0.0316231465686918,0.111796352184753,0.433538905655426,0.404277653851201,0.0187639417399291,3
"text797",0.028393351800554,0.00727146814404432,0.856648199445983,0.0408587257617729,0.0668282548476454,3
"text798",0.0988175675675676,0.580236486486487,0.103040540540541,0.0219594594594595,0.195945945945946,2
"text799",0.0803571428571429,0.021577380952381,0.783482142857143,0.0747767857142857,0.0398065476190476,3
"text800",0.202320522117476,0.0464104423495286,0.643582306018854,0.093183466279913,0.0145032632342277,3
"text801",0.0298431967627719,0.0212443095599393,0.723823975720789,0.0581689428426909,0.166919575113809,3
"text802",0.276758409785933,0.0433231396534149,0.292048929663609,0.357288481141692,0.0305810397553517,4
"text803",0.0342885539175087,0.0349511346695379,0.518469438462813,0.167798575451383,0.244492297498758,3
"text804",0.0985130111524164,0.0631970260223048,0.514869888475836,0.230483271375465,0.0929368029739777,3
"text805",0.0871459694989107,0.0588235294117647,0.638344226579521,0.100217864923747,0.115468409586057,3
"text806",0.0321975617380431,0.0376680212566427,0.622929040325102,0.0765864332603939,0.230618943419819,3
"text807",0.0779116465863454,0.0160642570281124,0.713253012048193,0.048995983935743,0.143775100401606,3
"text808",0.0561633843909555,0.175784099197666,0.591539022611233,0.148067104303428,0.0284463894967177,3
"text809",0.0806507045480582,0.00177569022797571,0.0419864818421354,0.782735708557681,0.0928514148241494,4
"text810",0.0406320541760722,0.176523702031603,0.650112866817156,0.0984198645598194,0.0343115124153499,3
"text811",0.177121771217712,0.0664206642066421,0.302583025830258,0.103321033210332,0.350553505535055,5
"text812",0.0438388625592417,0.0213270142180095,0.75,0.127962085308057,0.0568720379146919,3
"text813",0.0253336349242253,0.00995249943451708,0.404659579280706,0.0128930106310789,0.547161275729473,5
"text814",0.14935475708502,0.530269483805668,0.0345711032388664,0.116902834008097,0.168901821862348,2
"text815",0.110991379310345,0.217672413793103,0.424568965517241,0.181034482758621,0.0657327586206897,3
"text816",0.0639943741209564,0.0189873417721519,0.283403656821378,0.211673699015471,0.421940928270042,5
"text817",0.302273837303956,0.420307157974711,0.0193737450480274,0.195582569056276,0.0624626906170294,2
"text818",0.0984251968503937,0.0393700787401575,0.751968503937008,0.0452755905511811,0.0649606299212598,3
"text819",0.00819672131147541,0.950189155107188,0.0195460277427491,0.00693568726355612,0.0151324085750315,2
"text820",0.159446022727273,0.0127840909090909,0.155894886363636,0.642755681818182,0.0291193181818182,4
"text821",0.107692307692308,0.0666666666666667,0.420512820512821,0.143589743589744,0.261538461538462,3
"text822",0.0597652081109925,0.0309498399146211,0.749199573105656,0.124866595517609,0.0352187833511206,3
"text823",0.0672748004561003,0.263397947548461,0.444697833523375,0.167616875712657,0.0570125427594071,3
"text824",0.118811881188119,0.0792079207920792,0.524752475247525,0.133663366336634,0.143564356435644,3
"text825",0.0114678899082569,0.950688073394495,0.0126146788990826,0.0126146788990826,0.0126146788990826,2
"text826",0.0901871809415769,0.0221213840045377,0.770845150311968,0.055587067498582,0.0612592172433352,3
"text827",0.0504908835904628,0.0273492286115007,0.661991584852735,0.0539971949509116,0.20617110799439,3
"text828",0.244391025641026,0.00721153846153846,0.641025641025641,0.0749198717948718,0.0324519230769231,3
"text829",0.055858310626703,0.0367847411444142,0.754768392370572,0.0749318801089918,0.0776566757493188,3
"text830",0.0445344129554656,0.821862348178138,0.0404858299595142,0.0404858299595142,0.0526315789473684,2
"text831",0.183567727609178,0.0199851961509993,0.275351591413768,0.467061435973353,0.0540340488527017,4
"text832",0.0247718383311604,0.0286831812255541,0.705345501955671,0.188396349413299,0.0528031290743155,3
"text833",0.133967156439067,0.00864304235090752,0.728176318063959,0.109766637856526,0.0194468452895419,3
"text834",0.0468667719852554,0.0152711953659821,0.11795681937862,0.709320695102686,0.110584518167457,4
"text835",0.0657311669128508,0.0612998522895126,0.688330871491876,0.0398818316100443,0.144756277695716,3
"text836",0.227157066851723,0.0577145500809623,0.174878556557946,0.513994910941476,0.0262549155678927,4
"text837",0.0656779661016949,0.470338983050847,0.252118644067797,0.114406779661017,0.0974576271186441,2
"text838",0.0545023696682464,0.0805687203791469,0.722748815165877,0.0616113744075829,0.0805687203791469,3
"text839",0.101499423298731,0.0173010380622837,0.677816224529027,0.176086120722799,0.0272971933871588,3
"text840",0.1328125,0.09375,0.4453125,0.1640625,0.1640625,3
"text841",0.513374605770354,0.00712533582525406,0.337811003387455,0.076976988669548,0.0647120663473893,1
"text842",0.0473282442748092,0.033587786259542,0.63969465648855,0.131297709923664,0.148091603053435,3
"text843",0.0452517901162108,0.00176077004343233,0.0176077004343233,0.91119849747623,0.024181241929804,4
"text844",0.0331525015069319,0.0241109101868596,0.666666666666667,0.233273056057866,0.0427968655816757,3
"text845",0.0926275992438563,0.385633270321361,0.387523629489603,0.0642722117202268,0.0699432892249527,3
"text846",0.107361963190184,0.0674846625766871,0.512269938650307,0.147239263803681,0.165644171779141,3
"text847",0.0413223140495868,0.0677685950413223,0.757575757575758,0.0418732782369146,0.0914600550964187,3
"text848",0.195437595964027,0.00482561965343277,0.745887255977188,0.0461724062294363,0.00767712217591577,3
"text849",0.102053140096618,0.135869565217391,0.543478260869565,0.164855072463768,0.053743961352657,3
"text850",0.0324161326799849,0.0143234074632492,0.751225028269883,0.162080663399925,0.0399547681869582,3
"text851",0.0540461583406369,0.00788781770376862,0.522056675430909,0.0300905638328951,0.385918784691791,3
"text852",0.0633802816901408,0.128361075544174,0.657170294494238,0.04449423815621,0.106594110115237,3
"text853",0.056475170399221,0.0155793573515093,0.237585199610516,0.294060370009737,0.396299902629017,5
"text854",0.00892193308550186,0.955390334572491,0.00892193308550186,0.0163568773234201,0.0104089219330855,2
"text855",0.0531259172292339,0.0176108012914588,0.638685060170238,0.201350161432345,0.0892280598767244,3
"text856",0.0938640132669983,0.153897180762852,0.666666666666667,0.0182421227197347,0.0673300165837479,3
"text857",0.084,0.164,0.296,0.296,0.16,3
"text858",0.424966352624495,0.00403768506056528,0.392664872139973,0.094885598923284,0.0834454912516824,1
"text859",0.0512514898688915,0.033373063170441,0.626936829558999,0.199046483909416,0.0893921334922527,3
"text860",0.0460526315789474,0.0081453634085213,0.614348370927318,0.06265664160401,0.268796992481203,3
"text861",0.0699922660479505,0.0108275328692962,0.733952049497293,0.0951276102088167,0.0901005413766435,3
"text862",0.202349869451697,0.0430809399477807,0.513054830287206,0.0443864229765013,0.197127937336815,3
"text863",0.501771793054571,0.011103236475313,0.405150011811954,0.0370895346090243,0.0448854240491377,1
"text864",0.443453329085696,0.00684931506849315,0.394074546033769,0.0643517043644473,0.0912711054475948,1
"text865",0.104,0.08,0.588,0.104,0.124,3
"text866",0.14668709306779,0.0411719647644581,0.674166985829184,0.00794714668709307,0.130026809651475,3
"text867",0.142857142857143,0.128571428571429,0.442857142857143,0.142857142857143,0.142857142857143,3
"text868",0.538834951456311,0.00762829403606103,0.294729542302358,0.118585298196949,0.0402219140083218,1
"text869",0.180901143241426,0.195696032279758,0.425689307330195,0.141223940820444,0.0564895763281775,3
"text870",0.175675675675676,0.0675675675675676,0.233108108108108,0.418918918918919,0.10472972972973,4
"text871",0.129158512720157,0.0215264187866928,0.622309197651663,0.0841487279843444,0.142857142857143,3
"text872",0.191135734072022,0.0369344413665743,0.443213296398892,0.257617728531856,0.0710987996306556,3
"text873",0.0313299232736573,0.0121483375959079,0.884271099744246,0.0300511508951407,0.0421994884910486,3
"text874",0.0198904150716806,0.00120093072130901,0.354086917360955,0.00465360654507243,0.620168130300983,5
"text875",0.226337448559671,0.0617283950617284,0.497942386831276,0.111111111111111,0.102880658436214,3
"text876",0.0210735586481113,0.00576540755467197,0.711729622266402,0.0888667992047714,0.172564612326044,3
"text877",0.137614678899083,0.0336391437308868,0.376146788990826,0.114678899082569,0.337920489296636,3
"text878",0.468199233716475,0.0153256704980843,0.128735632183908,0.3272030651341,0.060536398467433,1
"text879",0.111614173228346,0.243503937007874,0.475393700787402,0.0224409448818898,0.147047244094488,3
"text880",0.469265367316342,0.0419790104947526,0.241379310344828,0.146926536731634,0.100449775112444,1
"text881",0.0148505661778355,0.00334137739001299,0.0751809912752924,0.878039725264526,0.0285873398923334,4
"text882",0.0451038575667656,0.0207715133531157,0.694362017804154,0.0560830860534125,0.183679525222552,3
"text883",0.0504201680672269,0.3,0.46890756302521,0.13109243697479,0.0495798319327731,3
"text884",0.156462585034014,0.131757966344433,0.335839598997494,0.242749731471536,0.133190118152524,3
"text885",0.395457581830327,0.00868403473613895,0.366733466933868,0.138944555778223,0.0901803607214429,1
"text886",0.10806916426513,0.037463976945245,0.489913544668588,0.159942363112392,0.204610951008646,3
"text887",0.0635658914728682,0.0186046511627907,0.844961240310077,0.0434108527131783,0.0294573643410853,3
"text888",0.103806228373702,0.0397923875432526,0.634948096885813,0.102076124567474,0.119377162629758,3
"text889",0.237762237762238,0.104895104895105,0.412587412587413,0.125874125874126,0.118881118881119,3
"text890",0.142857142857143,0.0812807881773399,0.564039408866995,0.110837438423645,0.100985221674877,3
"text891",0.0062047569803516,0.899431230610134,0.0093071354705274,0.0698035160289555,0.015253360910031,2
"text892",0.0222965440356745,0.00594574507617986,0.917874396135266,0.0453363062058714,0.00854700854700855,3
"text893",0.0815660685154976,0.0179445350734095,0.756933115823817,0.0921696574225122,0.0513866231647635,3
"text894",0.16969696969697,0.0939393939393939,0.493939393939394,0.139393939393939,0.103030303030303,3
"text895",0.192139737991266,0.323144104803493,0.209606986899563,0.091703056768559,0.183406113537118,2
"text896",0.429734129137276,0.0151926207270754,0.190992946283234,0.272381985892566,0.0916983179598481,1
"text897",0.154639175257732,0.0584192439862543,0.56701030927835,0.109965635738832,0.109965635738832,3
"text898",0.0777170613236187,0.14207650273224,0.595021250758956,0.105646630236794,0.079538554948391,3
"text899",0.121098626716604,0.017478152309613,0.534332084893883,0.0898876404494382,0.237203495630462,3
"text900",0.0338729763387298,0.00597758405977584,0.900622665006227,0.0351183063511831,0.0244084682440847,3
"text901",0.0174206968278731,0.016380655226209,0.145605824232969,0.744929797191888,0.0756630265210608,4
"text902",0.0571553228621291,0.0157068062827225,0.819808027923211,0.0558464223385689,0.0514834205933682,3
"text903",0.045016077170418,0.486334405144695,0.0892282958199357,0.109324758842444,0.270096463022508,2
"text904",0.57439446366782,0.0219146482122261,0.284890426758939,0.0818915801614764,0.0369088811995386,1
"text905",0.00717628705148206,0.00736349453978159,0.282620904836193,0.558876755070203,0.14396255850234,4
"text906",0.151832460732984,0.0890052356020942,0.544502617801047,0.104712041884817,0.109947643979058,3
"text907",0.0680876258140912,0.026939017169923,0.812611012433393,0.0242747187685021,0.0680876258140912,3
"text908",0.0758776896942242,0.330124575311438,0.195356738391846,0.135334088335221,0.263306908267271,2
"text909",0.0309550773876935,0.0169875424688562,0.854662136655342,0.0128350320875802,0.0845602114005285,3
"text910",0.136704119850187,0.0337078651685393,0.256554307116105,0.411985018726592,0.161048689138577,4
"text911",0.173065015479876,0.0173374613003096,0.630340557275542,0.0256965944272446,0.153560371517028,3
"text912",0.0373525557011796,0.0255570117955439,0.813237221494102,0.0799475753604194,0.0439056356487549,3
"text913",0.0216730038022814,0.0133079847908745,0.783269961977186,0.110266159695817,0.0714828897338403,3
"text914",0.160211267605634,0.0809859154929577,0.13556338028169,0.161971830985915,0.461267605633803,5
"text915",0.153654961442865,0.00197565483398126,0.0187368555222739,0.800713784972277,0.0249187432286024,4
