"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","max"
"text309",0.0196078431372549,0.012183514182372,0.00361698077289168,0.00761469636398249,0.00989910527317723,0.0150390253188654,0.0144679230915667,0.00989910527317723,0.00190367409099562,0.0196078431372549,0.579288025889968,0.190938511326861,0.0618694079573577,0.0116124119550733,0.0424519322292024,11
"text310",0.00773492212814884,0.0144454897041915,0.0274903313473398,0.0146963520434828,0.0200898923382461,0.0196508832444863,0.00892651823978259,0.0091773805790739,0.000334483119055085,0.00378384028431065,0.613881049440786,0.214884498797951,0.0276784781018083,0.0110588481237588,0.00616703250757813,11
"text311",0.0169434446759698,0.0282460903790701,0.0097451116583528,0.195575761402623,0.0156174359621982,0.00987139820252152,0.52259476752752,0.0195954621035129,0.000210477573614531,0.00583022878912252,0.00305192481741071,0.0790132811348951,0.00620908842162868,0.0203531813685252,0.0671423459830355,7
"text312",0.0840244294439087,0.512568306010929,0.017293474766956,0.044873031179685,0.00205721632915461,0.00292510446801671,0.0121825779492125,0.0211507553841209,0.000321440051430408,0.0451623272259724,0.0245258759241401,0.0155576984892318,0.0587592414014786,0.0995499839279974,0.059048537447766,2
"text313",0.0336976320582878,0.0227686703096539,0.0282331511839709,0.0255009107468124,0.0145719489981785,0.615664845173042,0.017304189435337,0.0282331511839709,0.017304189435337,0.0610200364298725,0.0227686703096539,0.063752276867031,0.00910746812386157,0.0200364298724954,0.0200364298724954,6
"text314",0.0062681889411238,0.0331318558316544,0.0841728229236624,0.0230579807477054,0.0875307812849787,0.0875307812849787,0.00761137228565033,0.0149988806805462,0.00358182225207074,0.00761137228565033,0.184239982090889,0.378329975374972,0.0190284307141258,0.0284307141258115,0.0344750391761809,12
"text315",0.0153121319199058,0.138987043580683,0.017962308598351,0.0232626619552415,0.0144287396937574,0.00736160188457008,0.0276796230859835,0.396937573616019,0.00294464075382803,0.0170789163722026,0.0497644287396938,0.17432273262662,0.0409305064782097,0.0365135453474676,0.0365135453474676,8
"text316",0.0141242937853107,0.00719054956343092,0.0156651258346174,0.0241397021058038,0.04185927067283,0.0110426296866975,0.00873138161273754,0.0118130457113508,0.00256805341551104,0.0141242937853107,0.0249101181304571,0.672829994863893,0.0426296866974833,0.0318438623523369,0.0765279917822291,12
"text317",0.135536015631939,0.314725996980194,0.128874678035349,0.0440092370548006,0.00324185096367351,0.00164312994049205,0.00244249045208278,0.0021760369482192,0.00044408917310596,0.00137667643662847,0.0268229860556,0.00417443822719602,0.0065725197619682,0.319255706545874,0.00870414779287681,14
"text318",0.032865679397246,0.012990387113536,0.0527409716809561,0.00909327097947519,0.00402702000519616,0.00168875032475968,0.00285788516497792,0.00558586645882047,0.0012990387113536,0.306053520394908,0.0539101065211743,0.233177448687971,0.115094829825929,0.153286567939725,0.0153286567939725,10
"text319",0.0137961726746773,0.0778816199376947,0.00979083222073876,0.00979083222073876,0.00845571873609257,0.0151312861593235,0.0244770805518469,0.011125945705385,0.00445037828215398,0.499777481085892,0.045838896306186,0.0284824210057855,0.0404984423676012,0.186025812194036,0.0244770805518469,10
"text320",0.00933866971602821,0.260910996760053,0.00933866971602821,0.00876691442729179,0.0179149990470745,0.0802363255193444,0.0184867543358109,0.0819515913855536,0.00190585096245474,0.075662283209453,0.17514770344959,0.216314084238613,0.0167714884696017,0.021345530779493,0.00590813798360968,2
"text321",0.010245413390517,0.193233261853705,0.0223969502025256,0.490588515606386,0.0223969502025256,0.00309745055992376,0.00810102454133905,0.00381224684298308,0.00238265427686443,0.0109602096735764,0.0345484870145342,0.012389802239695,0.150345484870145,0.0252561353347629,0.010245413390517,4
"text322",0.00694019187589304,0.012451520718514,0.0118391508471117,0.0100020412329047,0.0210246989181466,0.0295978771177791,0.00694019187589304,0.00877730149010002,0.0038783425188814,0.00816493161869769,0.0210246989181466,0.799346805470504,0.0271483976321698,0.00694019187589304,0.0259236578893652,12
"text323",0.011887779362815,0.15168806466952,0.070375653827865,0.0233000475511175,0.0204469805040418,0.359961959106039,0.00618164526866381,0.0233000475511175,0.00475511174512601,0.0789348549690918,0.0960532572515454,0.0646695197337138,0.0133143128863528,0.0175939134569662,0.0575368521160247,6
"text324",0.0131343860157419,0.00103819595345019,0.524795982423101,0.00154522188420494,0.00284900284900285,0.00190738326331547,0.00639818436428606,0.0468878265488435,0.000531170022695447,0.00190738326331547,0.00241440919407021,0.0079916944323724,0.343570428316191,0.0331981264184654,0.011830605050944,3
"text325",0.0878787878787879,0.224242424242424,0.0151515151515152,0.0287878787878788,0.0378787878787879,0.0378787878787879,0.0424242424242424,0.0742424242424242,0.0151515151515152,0.0560606060606061,0.0287878787878788,0.215151515151515,0.0742424242424242,0.0378787878787879,0.0242424242424242,2
"text326",0.00917702782711664,0.263617525162818,0.0320455891059799,0.0198342214328005,0.00651272942569568,0.316015393724097,0.00318235642391948,0.00273830669034932,0.0007400828892836,0.175029603315571,0.0902161042036708,0.01850207223209,0.0329336885731202,0.0111752516281824,0.0182800473653049,6
"text327",0.120962199312715,0.0642611683848797,0.140549828178694,0.0353951890034364,0.0178694158075601,0.171477663230241,0.0353951890034364,0.00549828178694158,0.00549828178694158,0.0323024054982818,0.162199312714777,0.0714776632302405,0.107560137457045,0.0127147766323024,0.0168384879725086,6
"text328",0.0161691542288557,0.029228855721393,0.0264303482587065,0.0152363184079602,0.0161691542288557,0.0171019900497512,0.0115049751243781,0.0245646766169154,0.00404228855721393,0.0581467661691542,0.0413557213930348,0.659825870646766,0.0413557213930348,0.0189676616915423,0.0199004975124378,12
"text329",0.04337899543379,0.159817351598174,0.0365296803652968,0.0228310502283105,0.0365296803652968,0.0365296803652968,0.0502283105022831,0.0639269406392694,0.0228310502283105,0.0570776255707763,0.0776255707762557,0.255707762557078,0.0502283105022831,0.0228310502283105,0.0639269406392694,12
"text330",0.0420751633986928,0.195261437908497,0.011437908496732,0.0543300653594771,0.0273692810457516,0.011437908496732,0.0126633986928105,0.0187908496732026,0.00408496732026144,0.0065359477124183,0.407271241830065,0.0138888888888889,0.105800653594771,0.0138888888888889,0.0751633986928105,11
"text331",0.0333333333333333,0.041025641025641,0.0487179487179487,0.041025641025641,0.0333333333333333,0.0487179487179487,0.117948717948718,0.0487179487179487,0.0256410256410256,0.202564102564103,0.041025641025641,0.0564102564102564,0.0948717948717949,0.0717948717948718,0.0948717948717949,10
"text332",0.00963498239762831,0.559384843431536,0.0168612191958495,0.0563275894015194,0.0190846766722253,0.0668890124143042,0.0268667778395405,0.0240874559940708,0.00185288123031314,0.0151936260885677,0.0874559940707801,0.0735593848434315,0.0302019640541041,0.00796738929034649,0.00463220307578284,2
"text333",0.00752445447705041,0.0210684725357412,0.018811136192626,0.0120391271632807,0.0165537998495109,0.0165537998495109,0.00978179082016554,0.0142964635063958,0.797592174567344,0.0210684725357412,0.0142964635063958,0.0165537998495109,0.00978179082016554,0.00978179082016554,0.0142964635063958,9
"text334",0.0251572327044025,0.43699848189113,0.0206029060941228,0.0137714161787031,0.0111689438299718,0.0297115593146823,0.00693992626328345,0.00498807200173498,0.00140967252222945,0.032639340707005,0.109086965950987,0.26653654304923,0.0180004337453915,0.00401214487096075,0.0189763608761657,2
"text335",0.0131584757363006,0.0305117675630326,0.0213714840817768,0.233055150792599,0.00891950368702256,0.0110389897116616,0.00348832074888506,0.00785976067470305,0.000574027465006403,0.00627014615622378,0.478783061774186,0.141254912350422,0.0315715105753521,0.00401819225504482,0.00812469642778293,11
"text336",0.00276008492569002,0.0142250530785563,0.00403397027600849,0.00721868365180467,0.00339702760084926,0.00785562632696391,0.00276008492569002,0.00530785562632696,0.921868365180467,0.00403397027600849,0.00530785562632696,0.00530785562632696,0.00530785562632696,0.00403397027600849,0.00658174097664544,9
"text337",0.0263756252842201,0.557412460209186,0.0134151887221464,0.1256252842201,0.00386539336061846,0.0127330604820373,0.00693497044110959,0.0147794452023647,0.00147794452023647,0.00386539336061846,0.0349022282855844,0.0956116416552979,0.0495679854479309,0.0106866757617099,0.0427467030468395,2
"text338",0.00955358693764113,0.00538474900121591,0.0710439464999131,0.00277922529095015,0.00538474900121591,0.00382143477505645,0.00538474900121591,0.0309188813618204,0.00173701580684384,0.169011638005906,0.0231023102310231,0.173701580684384,0.090845926697933,0.374848011116901,0.0324821955879799,14
"text339",0.0391686650679456,0.113509192645883,0.0319744204636291,0.0535571542765787,0.017585931254996,0.0199840127897682,0.0199840127897682,0.0223820943245404,0.00799360511590727,0.367705835331735,0.0799360511590727,0.0631494804156675,0.0631494804156675,0.0559552358113509,0.04396482813749,10
"text340",0.369268635724332,0.0110407876230661,0.0981715893108298,0.0059774964838256,0.0110407876230661,0.00639943741209564,0.00872011251758087,0.0568213783403657,0.00070323488045007,0.00893108298171589,0.0338255977496484,0.289943741209564,0.0920534458509142,0.00112517580872011,0.0059774964838256,1
"text341",0.0358796296296296,0.025462962962963,0.0219907407407407,0.0115740740740741,0.0219907407407407,0.0601851851851852,0.0462962962962963,0.0185185185185185,0.0115740740740741,0.0671296296296296,0.0532407407407407,0.108796296296296,0.209490740740741,0.22337962962963,0.0844907407407407,14
"text342",0.144307696501343,0.0083956876695152,0.0664976625642284,0.0061877308473375,0.0900492020007905,0.024055825871257,0.00426599065025691,0.0296166060160009,0.00087227923839119,0.00087227923839119,0.0107671968488913,0.0307614725163893,0.0109307492060896,0.539491079581851,0.0329285412492674,14
"text343",0.0416666666666667,0.0416666666666667,0.0608974358974359,0.0416666666666667,0.0512820512820513,0.0512820512820513,0.0416666666666667,0.0512820512820513,0.0320512820512821,0.0801282051282051,0.0416666666666667,0.176282051282051,0.0320512820512821,0.157051282051282,0.0993589743589744,12
"text344",0.0151515151515152,0.0224828934506354,0.0180840664711632,0.0166177908113392,0.0283479960899316,0.0180840664711632,0.0254154447702835,0.0166177908113392,0.00488758553274682,0.0122189638318671,0.0239491691104594,0.293743890518084,0.0840664711632454,0.0166177908113392,0.403714565004888,15
"text345",0.0077243018419489,0.166369578134284,0.0077243018419489,0.0219845513963161,0.0112893642305407,0.0148544266191325,0.0166369578134284,0.0291146761734997,0.0077243018419489,0.364230540701129,0.0255496137849079,0.243018419489008,0.0433749257278669,0.0202020202020202,0.0202020202020202,10
"text346",0.0568196939454425,0.0168995342648037,0.18416500332668,0.00572188955422488,0.0101131071190951,0.00492348636061211,0.134664005322688,0.028476380572189,0.00172987358616101,0.0204923486360612,0.10352628077179,0.0971390552228876,0.0288755821689953,0.00731869594145043,0.29913506320692,15
"text347",0.0187793427230047,0.0455399061032864,0.0244131455399061,0.0258215962441315,0.02018779342723,0.0300469483568075,0.00751173708920188,0.0131455399061033,0.00610328638497653,0.0356807511737089,0.148356807511737,0.548356807511737,0.0215962441314554,0.02018779342723,0.0342723004694836,12
"text348",0.00536454523287003,0.0178005364545233,0.0368202877346989,0.00902218970982687,0.00536454523287003,0.0273104120946111,0.00755913191904414,0.00755913191904414,0.00243842965130456,0.108510119483053,0.0309680565715679,0.655693733235796,0.011216776396001,0.0653499146549622,0.00902218970982687,12
"text349",0.0282965478211658,0.05631013016412,0.0240520656479909,0.0164119977362762,0.0130164119977363,0.0130164119977363,0.0121675155631013,0.00792303338992643,0.00367855121675156,0.00622524052065648,0.0333899264289757,0.670911148839842,0.0265987549518959,0.0113186191284663,0.0766836445953594,12
"text350",0.0150091782744844,0.284850448115754,0.00269949249541086,0.0104740308821941,0.00561494439045459,0.128387863081741,0.00853039628549833,0.00334737069430947,0.00107979699816435,0.0101500917827448,0.471763308498002,0.0214879602634705,0.00982615268329554,0.0201922038656733,0.0065867616888025,11
"text351",0.0249745158002039,0.0509683995922528,0.0570846075433231,0.0112130479102956,0.0112130479102956,0.00509683995922528,0.0326197757390418,0.028032619775739,0.00509683995922528,0.0754332313965342,0.0142711518858308,0.531090723751274,0.0754332313965342,0.0616717635066259,0.0158002038735984,12
"text352",0.00723065798987708,0.115690527838033,0.0289226319595083,0.0115690527838033,0.0115690527838033,0.0137382501807665,0.00723065798987708,0.0093998553868402,0.00723065798987708,0.0549530007230658,0.0614605929139552,0.510484454085322,0.0289226319595083,0.0224150397686189,0.109182935647144,12
"text353",0.0278499566926511,0.00986075021653674,0.118795389433007,0.00286494769804784,0.0064627889932707,0.00546338863348657,0.0048637484176161,0.00846158971283896,0.00106602705043641,0.0898127789992671,0.23512559131188,0.21054034246119,0.0818175761209941,0.155573322673063,0.0414418015857152,11
"text354",0.0148148148148148,0.134006734006734,0.0269360269360269,0.028956228956229,0.0228956228956229,0.0471380471380471,0.0269360269360269,0.035016835016835,0.00875420875420876,0.271380471380471,0.0249158249158249,0.17037037037037,0.10976430976431,0.037037037037037,0.0410774410774411,10
"text355",0.026686807653575,0.0161127895266868,0.0319738167170191,0.0229103726082578,0.00931520644511581,0.00780463242698892,0.00931520644511581,0.0176233635448137,0.00251762336354481,0.0115810674723061,0.013091641490433,0.120342396777442,0.118831822759315,0.0274420946626385,0.564451158106747,15
"text356",0.00897770055024616,0.0880393860411237,0.0141905589342601,0.126267014190559,0.0393860411236606,0.0411236605849986,0.0107153200115841,0.015928178395598,0.00289603243556328,0.0367796119316536,0.379090645815233,0.175789168838691,0.0246162757022879,0.0228786562409499,0.0133217492035911,11
"text357",0.00217116690352124,0.016619295752408,0.0170930048949945,0.0109347860413706,0.00714511290067898,0.00714511290067898,0.00134217590399495,0.00110532133270172,0.000513184904468656,0.0340281067424601,0.527277751460603,0.289594189167851,0.0716879835780831,0.00880309489973156,0.0045397126164535,11
"text358",0.047209653092006,0.171644042232278,0.0110105580693816,0.010105580693816,0.00965309200603318,0.0155354449472097,0.0177978883861237,0.014630467571644,0.00196078431372549,0.439517345399698,0.17209653092006,0.0245852187028658,0.0503770739064857,0.00829562594268477,0.00558069381598793,10
"text359",0.0211145725164417,0.343025268258913,0.0211145725164417,0.0221529941156109,0.0148840429214261,0.0906888196607823,0.00553824852890273,0.030460366908965,0.00346140533056421,0.0564209068881966,0.229837313949463,0.0875735548632745,0.0512287988923503,0.00449982692973347,0.0179993077189339,2
"text360",0.00518947622495776,0.00410330678252474,0.00482741974414675,0.00953415399468984,0.00120685493603669,0.00301713734009172,0.00337919382090273,0.0551532705768767,0.859280714458122,0.0015689114168477,0.0156891141684769,0.00229302437846971,0.01677528361091,0.00410330678252474,0.0138788317644219,9
"text361",0.0179833012202954,0.123956326268465,0.0199100834938985,0.0179833012202954,0.0256904303147078,0.0353243416827232,0.0179833012202954,0.0199100834938985,0.00834938985228003,0.0141297366730893,0.478484264611432,0.0353243416827232,0.0430314707771355,0.0584457289659602,0.0834938985228003,11
"text362",0.0358126721763085,0.168044077134986,0.0358126721763085,0.0358126721763085,0.068870523415978,0.0440771349862259,0.0523415977961433,0.0523415977961433,0.0523415977961433,0.0771349862258953,0.0275482093663912,0.225895316804408,0.0358126721763085,0.0440771349862259,0.0440771349862259,12
"text363",0.0276008492569002,0.0467091295116773,0.0339702760084926,0.0276008492569002,0.0467091295116773,0.059447983014862,0.0403397027600849,0.059447983014862,0.0212314225053079,0.0212314225053079,0.0339702760084926,0.403397027600849,0.0403397027600849,0.0403397027600849,0.0976645435244161,12
"text364",0.0260108481262327,0.0278599605522682,0.0141765285996055,0.00825936883629191,0.0138067061143984,0.001232741617357,0.00345167652859961,0.0115877712031558,0.0019723865877712,0.0311883629191321,0.0359960552268245,0.720167652859961,0.0267504930966469,0.0289694280078895,0.0485700197238659,12
"text365",0.25018559762435,0.0965107646622123,0.0118782479584261,0.0207869339272457,0.0185597624350408,0.0720118782479584,0.0230141054194506,0.0341499628804751,0.00742390497401633,0.0475129918337045,0.105419450631032,0.194506310319228,0.0386043058648849,0.0653303637713437,0.014105419450631,1
"text366",0.0197489916371312,0.000831639479393686,0.0194187818438426,0.0200571874442007,0.00838977474800101,0.00173421291438272,0.710430471270525,0.00450063718260112,3.17979800944645e-05,0.00190298680873026,0.00226254858364459,0.00827236682149837,0.193336610971282,0.00336324789460682,0.00571874442006599,7
"text367",0.0194338825517533,0.103084072665822,0.0194338825517533,0.00549218419940853,0.0257710181664554,0.0118293198141107,0.00929446556822983,0.00929446556822983,0.00549218419940853,0.0485847063793832,0.0435149978876215,0.59864807773553,0.0536544148711449,0.0232361639205746,0.0232361639205746,12
"text368",0.0227891156462585,0.027891156462585,0.0217687074829932,0.0258503401360544,0.0187074829931973,0.0227891156462585,0.0054421768707483,0.00442176870748299,0.0054421768707483,0.0105442176870748,0.017687074829932,0.741156462585034,0.0329931972789116,0.0125850340136054,0.0299319727891156,12
"text369",0.00616161616161616,0.0397979797979798,0.014040404040404,0.011010101010101,0.0349494949494949,0.103131313131313,0.00464646464646465,0.00434343434343434,0.00101010101010101,0.0116161616161616,0.150707070707071,0.558282828282828,0.0385858585858586,0.011010101010101,0.0107070707070707,12
"text370",0.0151386129245908,0.0472135490585675,0.00633929416217239,0.00719084113918062,0.0242217806793453,0.37846532311477,0.00321695524647554,0.0128678209859022,0.001230012300123,0.0162740088939351,0.206452833759107,0.250733276563535,0.0171255558709433,0.00350080423881162,0.0100293310625414,6
"text371",0.0157154673283706,0.0355665839536807,0.0306038047973532,0.0306038047973532,0.043010752688172,0.0206782464846981,0.0281224152191894,0.0231596360628619,0.010752688172043,0.0157154673283706,0.0727874276261373,0.360628618693135,0.0703060380479735,0.043010752688172,0.19933829611249,12
"text372",0.00346150247918421,0.211151651230237,0.0385442978763215,0.0160913088221536,0.0149686593694452,0.0767143792684068,0.0158106464589765,0.00261951538965291,0.00149686593694452,0.00346150247918421,0.543175226868744,0.0385442978763215,0.0225465431752269,0.00626812611095519,0.0051454766582468,11
"text373",0.0087672213276078,0.175165503667919,0.00662014671676507,0.0221864376453748,0.028627661477903,0.0500984075863303,0.00715691536947576,0.00662014671676507,0.0028627661477903,0.00715691536947576,0.0125246018965826,0.102701735551977,0.164966899266416,0.367865449991054,0.0366791912685632,14
"text374",0.265988987717069,0.0487081745023295,0.0156713257094452,0.438797119864464,0.0182126217704363,0.00677678949597628,0.0207539178314274,0.0156713257094452,0.00550614146548073,0.0156713257094452,0.0118593816179585,0.0194832698009318,0.0614146548072851,0.0232952138924185,0.0321897501058873,4
"text375",0.0547619047619048,0.069047619047619,0.0119047619047619,0.0583333333333333,0.0369047619047619,0.0369047619047619,0.0404761904761905,0.019047619047619,0.0119047619047619,0.0404761904761905,0.0226190476190476,0.436904761904762,0.0440476190476191,0.094047619047619,0.0226190476190476,12
"text376",0.0332976572719705,0.146747532405756,0.0300868117493162,0.0133190629087882,0.00939469615887739,0.0029730051135688,0.0111784992270187,0.0586276608395766,0.00118920204542752,0.0200975145677251,0.0126055416815317,0.00939469615887739,0.0111784992270187,0.167796408609823,0.472113212034725,15
"text377",0.00735351638895408,0.265978252366424,0.0132206837205664,0.0207306579050301,0.00758820308221857,0.128686536806696,0.00312915591019323,0.00406790268325119,0.000782288977548306,0.00782288977548306,0.387311272784166,0.106156614253305,0.0317609324884612,0.00265978252366424,0.0127513103340374,11
"text378",0.0127330604820373,0.00352432924056389,0.00761709868121874,0.0045475216007276,0.00864029104138245,0.0100045475216007,0.0100045475216007,0.00386539336061846,0.00181900864029104,0.0260345611641655,0.387221464301955,0.40325147794452,0.0945884492951341,0.0192132787630741,0.00693497044110959,12
"text379",0.037037037037037,0.0968660968660969,0.0455840455840456,0.0455840455840456,0.037037037037037,0.0284900284900285,0.037037037037037,0.0541310541310541,0.0284900284900285,0.037037037037037,0.0284900284900285,0.190883190883191,0.037037037037037,0.0541310541310541,0.242165242165242,15
"text380",0.0157790927021696,0.0424063116370809,0.0335305719921105,0.0216962524654832,0.0216962524654832,0.0335305719921105,0.0216962524654832,0.0779092702169625,0.0128205128205128,0.0571992110453649,0.101577909270217,0.483234714003945,0.0216962524654832,0.0364891518737673,0.0187376725838264,12
"text381",0.00977854472246189,0.0143083117630141,0.0132297958009779,0.0106413574920909,0.00417026171987345,0.00719010641357492,0.00330744895024446,0.00460166810468795,0.00158182341098648,0.0158182341098648,0.0559390278976129,0.812841530054645,0.00417026171987345,0.00309174575783722,0.0393298820822548,12
"text382",0.0257963212202782,0.558770749214895,0.0123373710183939,0.0365634813817856,0.0217586361597129,0.0836698070883804,0.0069537909376402,0.0130103185284881,0.00224315836698071,0.0116644235082997,0.0776132794975325,0.0991475998205473,0.0197397936294302,0.00358905338716913,0.0271422162404666,2
"text383",0.0666666666666667,0.0791666666666667,0.0416666666666667,0.0916666666666667,0.0416666666666667,0.0916666666666667,0.0416666666666667,0.116666666666667,0.0416666666666667,0.0416666666666667,0.0916666666666667,0.0791666666666667,0.0416666666666667,0.0541666666666667,0.0791666666666667,8
"text384",0.00608575380359613,0.0450899031811895,0.0226832641770401,0.00857538035961273,0.0127247579529737,0.0185338865836791,0.0218533886583679,0.0110650069156293,0.00442600276625173,0.00940525587828493,0.0334716459197787,0.743845089903181,0.0367911479944675,0.0102351313969571,0.0152143845089903,12
"text385",0.0258475998657268,0.00923128566633098,0.0404498153742867,0.319906008727761,0.132091305807318,0.177408526351125,0.0137630077207116,0.0560590802282645,0.00218194024840551,0.022322927156764,0.035918093319906,0.113460892917086,0.0198053037932192,0.0147700570661296,0.0167841557569654,4
"text386",0.0141289437585734,0.0174211248285322,0.0663923182441701,0.0157750342935528,0.0137174211248285,0.00260631001371742,0.00384087791495199,0.00384087791495199,0.00137174211248285,0.229355281207133,0.0305898491083676,0.355692729766804,0.083676268861454,0.137174211248285,0.0244170096021948,12
"text387",0.049528706083976,0.129220222793488,0.0407883461868038,0.0217652099400171,0.00736932305055698,0.00428449014567267,0.00377035132819195,0.0279348757497858,0.00274207369323051,0.0263924592973436,0.0104541559554413,0.0356469580119966,0.0351328191945159,0.555441302485004,0.049528706083976,14
"text388",0.109775349119611,0.160777170613236,0.00303582270795386,0.00922890103217972,0.00376442015786278,0.109775349119611,0.375713418336369,0.00667880995749848,0.00121432908318154,0.0128718882817243,0.110139647844566,0.0303582270795386,0.00340012143290832,0.00485731633272617,0.0584092289010322,7
"text389",0.0083378647815842,0.586913177451514,0.00996918615189414,0.0659778865325358,0.0164944716331339,0.0083378647815842,0.0203008881638572,0.0186695667935472,0.00235635309044771,0.025194852274787,0.0779409099148088,0.0523835417799529,0.057821279680986,0.0121442813123074,0.03715787565706,2
"text390",0.0246618933969769,0.0652346857597454,0.0938743038981703,0.0222752585521082,0.0485282418456643,0.0270485282418457,0.0103420843277645,0.0580747812251392,0.00795544948289578,0.270485282418457,0.00795544948289578,0.0819411296738266,0.0485282418456643,0.153540175019889,0.0795544948289578,10
"text391",0.0970464135021097,0.10337552742616,0.0337552742616034,0.040084388185654,0.0274261603375527,0.040084388185654,0.040084388185654,0.0274261603375527,0.0210970464135021,0.210970464135021,0.0843881856540084,0.166666666666667,0.040084388185654,0.0210970464135021,0.0464135021097046,10
"text392",0.0140981073773658,0.404016994978756,0.0129393588258015,0.0587099266125917,0.00830436461954423,0.105639242950946,0.00830436461954423,0.00482811896485129,0.00251062186172267,0.00424874468906914,0.17921977597528,0.158362302047122,0.0129393588258015,0.0100424874468907,0.0158362302047122,2
"text393",0.0155219247186651,0.0131936360108653,0.0097012029491657,0.0131936360108653,0.0120294916569655,0.0097012029491657,0.00737291424136593,0.0225067908420644,0.00388048117966628,0.0108653473030656,0.0411331005044626,0.781528909584789,0.016686069072565,0.0131936360108653,0.0294916569654637,12
"text394",0.00694671283290869,0.231092528472812,0.043661941159818,0.017856753990549,0.00942923716818014,0.520959909409638,0.00374556303216393,0.00132836828466279,0.000217765292567671,0.00237364168898761,0.0505868774634699,0.0279175105071754,0.0586877463469872,0.0136103307854794,0.0115851135646001,6
"text395",0.00742287172349803,0.0509162607283693,0.00498724193922524,0.0202969148689399,0.0300394340060311,0.00881466017165391,0.00463929482718627,0.0122941312920436,0.00115982370679657,0.00985850150777082,0.0143818139642774,0.156344235676177,0.0617026212015774,0.603456274646254,0.0136859197401995,14
"text396",0.0223792697290931,0.0400471142520612,0.0259128386336867,0.0365135453474676,0.0506478209658422,0.0435806831566549,0.0153121319199058,0.0223792697290931,0.0117785630153121,0.0824499411071849,0.103651354534747,0.308598351001178,0.142520612485277,0.0683156654888104,0.0259128386336867,12
"text397",0.00312674483528755,0.0553880513679509,0.032607481853713,0.0235622557230597,0.00547180346175321,0.00212171970965941,0.00245672808486879,0.00245672808486879,0.00145170295924065,0.584031267448353,0.0892238972640983,0.0848687883863763,0.0892238972640983,0.0135120044667783,0.0104969290898939,10
"text398",0.00607553366174056,0.0090311986863711,0.00509031198686371,0.00706075533661741,0.0257799671592775,0.0238095238095238,0.00558292282430213,0.00706075533661741,0.00361247947454844,0.00558292282430213,0.0405582922824302,0.80311986863711,0.00262725779967159,0.00755336617405583,0.0474548440065681,12
"text399",0.0317703893151463,0.0217107132708156,0.00466041489059392,0.0211992043194089,0.00534242682580278,0.409946007388463,0.00193236714975845,0.00977550440466042,0.000568343279340722,0.0125035521454959,0.260073884626314,0.146859903381643,0.0624609263995453,0.00329639102017619,0.00789997158283603,6
"text400",0.0825177509115333,0.577048551141815,0.00825177509115333,0.0842448666282863,0.00594895413548263,0.00537324889656496,0.0145845327192477,0.0111303012857417,0.00249472270197659,0.0399155632316254,0.0807906351947803,0.0243715217808482,0.035309921320284,0.0145845327192477,0.0134331222414124,2
"text401",0.0209339774557166,0.0161030595813205,0.0161030595813205,0.0161030595813205,0.0209339774557166,0.0161030595813205,0.0161030595813205,0.0161030595813205,0.760064412238325,0.0161030595813205,0.0209339774557166,0.0161030595813205,0.0161030595813205,0.0161030595813205,0.0161030595813205,9
"text402",0.00782472613458529,0.234937402190923,0.00899843505477308,0.032472613458529,0.516627543035994,0.0066510172143975,0.00489045383411581,0.0172143974960876,0.00254303599374022,0.00782472613458529,0.0154538341158059,0.0101721439749609,0.101721439749609,0.0119327073552426,0.020735524256651,5
"text403",0.328669410150892,0.208299039780521,0.00274348422496571,0.374142661179698,0.0115912208504801,0.00397805212620027,0.00500685871056241,0.00233196159122085,0.000685871056241427,0.00397805212620027,0.00336076817558299,0.04039780521262,0.00706447187928669,0.0041838134430727,0.00356652949245542,4
"text404",0.0100885320156475,0.529544986617253,0.0168828494955734,0.0452954498661725,0.0082355363393041,0.0835906938439366,0.00638254066296068,0.00761787111385629,0.00391187976116945,0.0175005147210212,0.0687667284331892,0.121885937821701,0.0434424541898291,0.0088532015647519,0.0280008235536339,2
"text405",0.0212121212121212,0.116666666666667,0.0166666666666667,0.0462121212121212,0.028030303030303,0.0234848484848485,0.0348484848484849,0.0212121212121212,0.00757575757575758,0.0189393939393939,0.537121212121212,0.0734848484848485,0.0121212121212121,0.0257575757575758,0.0166666666666667,11
"text406",0.111769352290679,0.46129541864139,0.0181674565560821,0.0916271721958926,0.0122432859399684,0.0288309636650869,0.0193522906793049,0.0146129541864139,0.00513428120063191,0.0323854660347551,0.104660347551343,0.0288309636650869,0.0300157977883096,0.0252764612954186,0.0157977883096367,2
"text407",0.0126984126984127,0.0290249433106576,0.0167800453514739,0.0113378684807256,0.0195011337868481,0.0167800453514739,0.0167800453514739,0.0072562358276644,0.00453514739229025,0.00589569160997733,0.0535147392290249,0.339229024943311,0.0562358276643991,0.377324263038549,0.0331065759637188,14
"text408",0.0329051160694163,0.00416948388550823,0.0471038990308767,0.00687401397340545,0.00349335136353392,0.0173540680640072,0.00180302005859815,0.0241153932837503,0.00180302005859815,0.201262114041019,0.0802343926076178,0.122154608970025,0.175907144466982,0.261775974757719,0.019044399368943,14
"text409",0.0441501103752759,0.0227542876549499,0.032942774664629,0.155204618780778,0.00263202581083376,0.00186788928510783,0.00263202581083376,0.00619799626422143,0.000849040584139922,0.0877058923416539,0.482509763966718,0.139667176091017,0.00645270843946341,0.00135846493462388,0.0130752249957548,11
